name,type,category,hotelClass,priceLevel,priceRange,latitude,longitude,addressObj_city,addressObj_country,locationString,rating,numberOfReviews,rankingPosition,rankingString,rawRanking,aiReviewsSummary,description,reviewTags_0_text,reviewTags_1_text,reviewTags_2_text,reviewTags_3_text,reviewTags_4_text,reviewTags_5_text,reviewTags_6_text,reviewTags_7_text,reviewTags_8_text,reviewTags_9_text,roomTips_0_text,roomTips_1_text,amenities_list,priceRange_clean,priceLevel_numeric,aiReviewsSummary_is_missing,reviewTags_combined,roomTips_combined,ranking_clean
Bermimpi Bali Villas,HOTEL,hotel,4.0,$$$$,$225 - $590,-8.686561,115.15875,Seminyak,Indonesia,"Seminyak, Kuta District, Bali",4.8,287,45,#45 of 471 Specialty lodging in Seminyak,4.1598482131958,,"When you rent one of our lovely private pool villas, you will be located just a short 4 minute stroll away from Seminyak beach. Bermimpi Bali Villas, are luxuriously appointed, private pool villas. Our spacious, private villas are immaculately kept and are a great choice if you want to stay in Seminyak close to the beach, boutiques, restaurants and spas. Each private villa has its own private pool and tropical courtyard and has been designed to cater for the most discerning of guests who want to stay in Bali in comfort in an immaculately presented and impeccably maintained private villa. Custom designed furnishings, careful attention to detail both inside and out, combined with romantic personal finishing touches will ensure your stay with us to be an unforgettable Bali holiday or honeymoon experienceA home-cooked breakfast will be prepared in your villa each morning by your private villa host.Certificate of Excellence Winners 2018",,,,,,,,,,,"Stayed in Orchid, away from street noise, nice, quiet and clean...",We loved both the Manis and the Frangipani.,"Pool, Internet, Free Internet, Kitchenette, Free Wifi, Airport transportation, Air conditioning, Refrigerator in room, Minibar, Flatscreen TV, Breakfast Available, Suites, Free parking, Wifi, Breakfast included, Non-smoking rooms, Laundry Service, Family Rooms, Multilingual Staff, Smoking rooms available, Microwave, Water Park, Outdoor pool, Housekeeping, Bottled Water, Breakfast in the Room, Bridal Suite, Canoeing, Car Hire, Diving, English, Fishing, Hiking, Horseback Riding, Indonesian, Ironing Service, Manicure, Massage, Pedicure, Pool / Beach Towels, Pool View, Salon, Secured Parking, Sun Loungers / Beach Chairs, Sun Terrace, Sun Umbrellas, Windsurfing, Beach Access",407.5,4.0,1,,"Stayed in Orchid, away from street noise, nice, quiet and clean... We loved both the Manis and the Frangipani.",45
Graha Moding Villas,HOTEL,hotel,3.5,,,-8.474986,115.26321,Ubud,Indonesia,"Ubud, Gianyar Regency, Bali",4.6,280,40,#40 of 798 Specialty lodging in Ubud,4.17948722839355,,,,,,,,,,,,,"River view villa, more private, but all rooms are good,",Villa closer to pool are further away from the road,"Pool, Internet, Free Internet, Wifi, Shuttle Bus Service, Room service, Free parking, Restaurant, Airport transportation, Breakfast included, Non-smoking rooms, Laundry Service, Concierge, Multilingual Staff, Private Balcony, Infinity Pool, Outdoor pool, Free Wifi, Dry Cleaning, Babysitting, Non-smoking hotel, Safe, Parking, Baggage Storage, Bath / Shower, Bathrobes, Bicycle Rental, Bottled Water, Breakfast in the Room, Car Hire, Express Check-in / Check-out, Coffee Shop, Desk, English, Complimentary Toiletries, Hair Dryer, Hiking, Indonesian, Massage, Mosquito Net, Pool with View, Seating Area, Sun Terrace",144.98710010319917,1.7100103199174406,1,,"River view villa, more private, but all rooms are good, Villa closer to pool are further away from the road",40
The Dipan Resort Petitenget,HOTEL,hotel,4.0,$$$,$120 - $650,-8.680529,115.15234,Kerobokan Kelod,Indonesia,"Kerobokan Kelod, North Kuta, Bali",4.3,577,8,#8 of 11 resorts in Kerobokan Kelod,4.20495176315307,,"THE DIPAN RESORT, VILLA AND SPA epitomises fashionable luxury accommodation with acute attention to a design and style yet to be seen on the magical island of Bali. Our philosophy is simple: Anyone who stays with us should feel like a VIP rock star, a fashion icon, a celebrity designer . The Dipan resort, Villa & Spa is the first private villa complex in Bali to incorporate a truly metropolitan chic design aesthetic that blends tastefully with the rich tropical Bali milieu. Our guests can always expect the pleasing comfort of our one of a kind property and unique individual private villas, coupled with services and amenities befitting the most discerning traveller.",,,,,,,,,,,Only saw the villas with the private pool - those are excellent,1 Bedroom Villa,"Internet, Free Internet, Free Wifi, Pool, Room service, Restaurant, Spa, Non-smoking rooms, Laundry Service, Concierge, Suites, Airport transportation, Public Wifi, Dry Cleaning, Air conditioning, Multilingual Staff, Minibar, Flatscreen TV, Outdoor pool, Free parking, Wifi, Breakfast included, Breakfast Available, Beach Access",385.0,3.0,1,,Only saw the villas with the private pool - those are excellent 1 Bedroom Villa,8
L Hotel Seminyak,HOTEL,hotel,4.5,$$$,$300 - $400,-8.67205,115.16358,Kerobokan Kelod,Indonesia,"Kerobokan Kelod, North Kuta, Bali",4.4,896,29,#29 of 63 hotels in Kerobokan Kelod,4.29422283172607,,"L Hotel Seminyak is a quintessential 30-Suite hotel brand with a contemporary chic decor, marrying heritage and modernity. Its unique feature is service personalization and designer led experiences, providing the discerning traveler a refreshing, intimate and engaging stay.",,,,,,,,,,,"keep doing what you are doing, because you are doing it right ",Cannot recommend any room,"Internet, Free Internet, Wifi, Free Wifi, Pool, Room service, Wheelchair access, Shuttle Bus Service, Suites, Restaurant, Bar/Lounge, Spa, Airport transportation, Dry Cleaning, Non-smoking rooms, Laundry Service, Concierge, Air conditioning, Multilingual Staff, Minibar, Non-smoking hotel, Rooftop Bar, Flatscreen TV, Rooftop Terrace, Poolside Bar, Butler Service, Outdoor pool, Free Shuttle or Taxi Services, Breakfast in the Room, Private Beaches, Beach Access",350.0,3.0,1,,"keep doing what you are doing, because you are doing it right Cannot recommend any room",29
Wave House Surf Camp,HOTEL,hotel,2.0,$,$63 - $64,-8.665922,115.14354,Canggu,Indonesia,"Canggu, North Kuta, Bali",4.8,281,18,#18 of 441 Specialty lodging in Canggu,4.43686771392822,,"Wave House Surf Camp has an incredible vibe and cozy atmosphere. A good place to meet new friends and have a thrilling surf experience. We provide surf lessons and surf guiding all around Bali island. Our staff would gladly give you helpful tips and advice, and organize numerous fun activities. So don't hold back! Pay us a visit and get enchanted. Surf's up!",video analysis,the staff was friendly and helpful,fitness classes,different levels,surf,teaching,bali,accommodation,abilities,chill,"If you are on a budget the camp rooms are a great option, clean and spacious",There is much selection to cater to all budgets. I stay in shared accommodation and it was lovely.,"Pool, Internet, Free Internet, Free parking, Restaurant, Bar/Lounge, Airport transportation, Wifi, Public Wifi, Free Wifi, Dry Cleaning, Non-smoking rooms, Laundry Service, Air conditioning, Multilingual Staff, Refrigerator in room, Minibar, Safe, Poolside Bar, Outdoor pool, Breakfast Available, Bath / Shower, English, Entertainment Staff, Complimentary Toiletries, Hair Dryer, Indonesian, Massage, Russian, Free airport transportation, Housekeeping, Baggage Storage, Billiards, Blackout Curtains, Board Games / Puzzles, Cable / Satellite TV, Outdoor Dining Area, Outdoor Fireplace, Pool View, Private Bathrooms, Private Check-in / Check-out, 24-Hour Security, Shared Lounge / TV Area, Sun Deck, Sun Loungers / Beach Chairs, Sun Terrace, Sun Umbrellas, Wardrobe / Closet, Yoga Classes, Yoga Room, Beach Access",63.5,1.0,1,"video analysis, the staff was friendly and helpful, fitness classes, different levels, surf, teaching, bali, accommodation, abilities, chill","If you are on a budget the camp rooms are a great option, clean and spacious There is much selection to cater to all budgets. I stay in shared accommodation and it was lovely.",18
Brown Feather Hotel,HOTEL,hotel,3.0,$,$25 - $41,-8.67178,115.15711,Kerobokan,Indonesia,"Kerobokan, North Kuta, Bali",4.4,307,10,#10 of 60 hotels in Kerobokan,4.07591390609741,,"Brown Feather Batu Belig, Kerobokan, is one of those accommodation available on the compound that offers uniquely vintage ambiance from the very front of the lobby to bathroom corner. Pre-wedding photo shoot is often take place here and most of our guest are checked out with big smile.",fried rice,bali,sink,,,,,,,,Upstairs rooms are brighter,Go somewhere else,"Internet, Free Internet, Free Wifi, Pool, Free parking, Airport transportation, Non-smoking rooms, Air conditioning, Family Rooms, Refrigerator in room, Flatscreen TV, Outdoor pool, Suites, Wifi, Public Wifi, Dry Cleaning, Business center, Laundry Service, Concierge, Safe, Parking, Housekeeping, Baggage Storage, Bath / Shower, Bicycle Rental, Bottled Water, Car Hire, 24-Hour Check-in, Coffee / Tea Maker, Desk, English, 24-Hour Front Desk, Indonesian, Massage, Newspaper, Shops, Sun Terrace, Valet Parking, Beach Access",33.0,1.0,1,"fried rice, bali, sink",Upstairs rooms are brighter Go somewhere else,10
Kokonut Coliving,HOTEL,hotel,4.0,$$,$109 - $218,-8.672733,115.16134,Kerobokan,Indonesia,"Kerobokan, North Kuta, Bali",4.3,914,9,#9 of 60 hotels in Kerobokan,4.23700332641601,,"The Kokonut Suites is set upon 5000 m2 of tranquil land and designed in modern tropical style with delightfully Balinese backdrop of rice fields and coconut trees with allow the individual to step back in time and relax in most up to date facilities. These include a unique shape swimming pool, resort spa, open concept food promenade, bar and lounge, gym, laundry room, business center, kid’s corner and parking area. The 36 spacious suites of 26 one bedroom suites, 1 one bedroom suites – private pool and 9 two bedrooms suites have own living room, kitchen, bedroom, bathroom, view to main pool or rice field.",bedroom apartment,livingston,spa,seminyak,bali,massage,,,,,Location is good but overall property is in a dilapidatesd state.,Don’t stay here - much better value for money elsewhere,"Pool, Free parking, Restaurant, Fitness center, Internet, Kids Activities, Free Internet, Kitchenette, Wifi, Free Wifi, Suites, Wheelchair access, Spa, Airport transportation, Breakfast included, Dry Cleaning, Non-smoking rooms, Laundry Service, Concierge, Air conditioning, Family Rooms, Multilingual Staff, Microwave, Refrigerator in room, Safe, Flatscreen TV, Poolside Bar, Private Balcony, Outdoor pool, Complimentary Instant Coffee, Massage, Pool / Beach Towels, Taxi Service, Room service, Smoking rooms available, Kids pool, Breakfast Available, Parking, Facilities for Disabled Guests, Kids Club, Baggage Storage, BBQ Facilities, Body Wrap, Breakfast in the Room, Car Hire, 24-Hour Check-in, Express Check-in / Check-out, Complimentary Tea, Couples Massage, English, Facial Treatments, First Aid Kit, Foot Massage, Complimentary Welcome Drink, 24-Hour Front Desk, Full Body Massage, Hand Massage, Happy Hour, Head Massage, Highchairs Available, Hot Spring Bath, Indonesian, Indoor Play Area for Children, Ironing Service, Kids' Meals, Manicure, Massage Chair, Neck Massage, Outdoor Dining Area, Outdoor Furniture, Pedicure, Private Check-in / Check-out, 24-Hour Security, Secured Parking, Shared Bathroom, Snack Bar, Sun Deck, Sun Loungers / Beach Chairs, Sun Terrace, Sun Umbrellas",163.5,2.0,1,"bedroom apartment, livingston, spa, seminyak, bali, massage",Location is good but overall property is in a dilapidatesd state. Don’t stay here - much better value for money elsewhere,9
Tarci Bungalows,HOTEL,hotel,3.0,$,$38 - $53,-8.668429,115.448044,,Indonesia,"Nusa Lembongan, Bali",4.2,490,4,#4 of 11 resorts in Nusa Lembongan,4.04548549652099,,"Tarci Bungalows is a locally owned, family business that started over 30 years ago at the Jungutbatu beachfront in Nusa Lembongan.We are located just in front of the famous surf spots here at Lembongan. From the restaurant, pool or our deluxe rooms, you will have perfect view of Shipwrecks, Razors, Lacerations and even down to Playgrounds. We have rental scooters at the hotel and water taxis are ready to take you snorkeling, diving, fishing or island tours anywhere at anytime.",deluxe rooms,no hot water,every evening,other places,agus,surf,bathtub,,,,"Great coffee next door, Tarci doesn’t do coffee",Rooms are in need of maintenance.,"Pool, Internet, Beachfront, Free Internet, Restaurant, Bar/Lounge, Non-smoking rooms, Laundry Service, Air conditioning, Poolside Bar, Private Balcony, Outdoor pool, Bath / Shower, English, Pool / Beach Towels, Sun Terrace, Housekeeping, Baggage Storage, Coffee Shop, Diving, Fishing, Free Public Parking Nearby, 24-Hour Front Desk, Indonesian, Massage, Valet Parking, Beach Access",45.5,1.0,1,"deluxe rooms, no hot water, every evening, other places, agus, surf, bathtub","Great coffee next door, Tarci doesn’t do coffee Rooms are in need of maintenance.",4
Ramada Encore Kuta Bali,HOTEL,hotel,3.0,$,$41 - $64,-8.716133,115.18135,Kuta,Indonesia,"Kuta, Kuta District, Bali",4.3,732,51,#51 of 279 hotels in Kuta,4.25459384918212,,"Built for the young and young at heart, Berry Glee Hotel is what you need to get all the excitement during your holiday in Bali. Strategically located at Jl. Raya Kuta, Berry Glee Hotel with take you to a brand new experience supported by the cool interior and lively facilities for anything you want and need. Pick one of the fun themed room and rest easy like a star.",,,,,,,,,,,"Small cosy rooms, courteous hotel staffs, nice breakfast",Location of the hotel is a big plus...its in the middle of the city.,"Pool, Internet, Kids Activities, Shuttle Bus Service, Suites, Room service, Free Internet, Free parking, Wheelchair access, Restaurant, Bar/Lounge, Airport transportation, Wifi, Public Wifi, Free Wifi, Breakfast included, Dry Cleaning, Meeting rooms, Non-smoking rooms, Business center, Laundry Service, Concierge, Banquet Room, Air conditioning, Family Rooms, Minibar, Non-smoking hotel, Safe, Flatscreen TV, Breakfast Buffet, Indoor pool, Breakfast Available, Kids Club, Car Hire, Indonesian, 24-Hour Security, Taxi Service, Beach Access",52.5,1.0,1,,"Small cosy rooms, courteous hotel staffs, nice breakfast Location of the hotel is a big plus...its in the middle of the city.",51
Hotel Villa-Ubud,HOTEL,hotel,3.0,$$$$,$585 - $593,-8.498667,115.29366,Ubud,Indonesia,"Ubud, Gianyar Regency, Bali",4.7,360,29,#29 of 798 Specialty lodging in Ubud,4.43221855163574,,"Hotel Villa Ubud is situated in a very exclusive area close to Ubud and essentially quite. There is a sacred river surrounding the property and a direct access to wonderful verdant paddy fields. A very distinctive stone architecture gives a wonderful touch to the property. Massages, trekking, cycle, motorbike, rafting, Balinese dancing and cooking classes are a few features to enjoy a perfect stay. Weddings and corporate events are welcome. Ubud's popularity has been long renowned by the world. Ubud is unique and that's what people like. Now, start planning your journey and make all your time in Ubud a great experience that will linger long in your memory.",,,,,,,,,,,The room I had 'Lovina' was nice with a little balcony,room away from the kitchen would be quieter,"Pool, Free parking, Internet, Suites, Room service, Free Internet, Restaurant, Wifi, Free Wifi, Shuttle Bus Service, Bar/Lounge, Airport transportation, Public Wifi, Dry Cleaning, Non-smoking rooms, Laundry Service, Concierge, Air conditioning, Multilingual Staff, Minibar, Safe, Flatscreen TV, Outdoor pool, Kids Activities, Spa, Family Rooms, Smoking rooms available, Breakfast Available, Free Shuttle or Taxi Services",589.0,4.0,1,,The room I had 'Lovina' was nice with a little balcony room away from the kitchen would be quieter,29
